STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,GEO_ID,TL_GEO_ID,NAME_E,Total,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone, Two or More Races,Hispanic or Latino,Hispanic or Latino: White alone,   Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,,Total: Worked in county of residence ,Worked outside county of residence,Worked outside state of residence,All Commuters," Car, truck, or van","Car, truck, or van: Drove alone","Car, truck, or van: Carpooled",Public Transportation,Bus,Subway or elevated rail,Long-distance train or commuter rail,"Light rail, streetcar or trolley ",Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Total Educational Attainment Population,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Median earnings in the past 12 months (Total),Median earnings in the past 12 months (Male),Median earnings in the past 12 months (Female)
California,6,Santa Cruz County,87,Summit Road CCD,93265,0600000US0608793265,608793265,"Summit Road CCD, Santa Cruz County, California",2930,2418,0,0,124,0,80,308,231,27,0,0,0,0,54,150,1537,822,705,10,1537,1053,894,159,0,0,0,0,0,0,0,0,0,22,19,443,31,58,45,38,198,61,318,19,106,105,99,16,2235,6,0,0,0,0,0,0,0,0,0,3,0,0,4,27,139,43,74,297,109,856,488,100,89,66047,79250,50250
California,6,Santa Cruz County,87,Watsonville CCD,93590,0600000US0608793590,608793590,"Watsonville CCD, Santa Cruz County, California",77692,28911,695,1561,1850,89,29617,14969,56799,11789,339,1476,237,58,29245,13655,33341,25879,7415,47,33341,28405,23659,4746,424,369,50,5,0,0,0,75,73,510,1247,2607,830,2417,4355,4267,5047,1773,4362,878,1213,2471,2150,971,48859,2174,0,12,298,347,1086,448,691,3388,474,541,1830,655,486,1504,9603,1503,3791,6848,3491,6166,2528,535,460,36162,41278,31269
California,6,Santa Cruz County,87,West Santa Cruz CCD,93665,0600000US0608793665,608793665,"West Santa Cruz CCD, Santa Cruz County, California",4446,3218,37,12,91,0,533,555,962,148,1,12,0,0,401,400,2219,1787,410,22,2219,1383,1133,250,34,34,0,0,0,0,0,8,0,239,34,521,73,206,51,171,373,137,175,34,28,176,108,166,3319,9,0,0,24,9,0,0,0,8,2,162,0,5,33,28,537,69,101,623,211,740,466,132,160,41741,54737,27964
California,6,Shasta County,89,Central Shasta CCD,90450,0600000US0608990450,608990450,"Central Shasta CCD, Shasta County, California",11746,9554,35,164,101,65,322,1505,1256,299,4,19,0,65,219,650,4350,3960,366,24,4350,3441,2932,509,36,36,0,0,0,0,0,57,0,132,52,632,74,200,376,538,330,291,654,245,246,431,91,242,9274,44,0,0,7,0,0,0,0,0,23,58,65,179,123,190,2341,329,1284,1907,898,1156,455,204,11,43685,48063,41557
California,6,Shasta County,89,East Shasta CCD,90820,0600000US0608990820,608990820,"East Shasta CCD, Shasta County, California",6833,5626,89,194,56,0,90,778,670,126,0,56,0,0,90,398,2150,1984,166,0,2150,1764,1511,253,4,4,0,0,0,0,0,0,0,188,1,193,298,478,231,96,212,133,198,67,7,48,99,90,5064,26,0,0,0,0,4,0,0,0,0,29,81,97,46,97,1389,322,567,1012,641,608,129,10,6,35909,47131,19207
California,6,Shasta County,89,Redding CCD,92568,0600000US0608992568,608992568,"Redding CCD, Shasta County, California",158478,126343,1471,2719,5971,361,4340,17273,18335,6154,19,439,115,132,3785,7691,66317,62394,3660,263,66317,58374,52602,5772,318,240,22,31,0,25,96,190,608,1111,269,5351,2448,9741,14991,13943,9066,2448,4024,275,468,1253,1154,1155,110986,1443,0,0,0,13,97,66,62,331,226,536,809,1012,1802,2517,24148,4487,10935,22763,13346,18118,5708,1758,809,41163,48692,35251
California,6,Shasta County,89,Sacramento Canyon CCD,92700,0600000US0608992700,608992700,"Sacramento Canyon CCD, Shasta County, California",1222,1096,7,3,6,0,41,69,134,56,0,0,0,0,38,40,341,257,84,0,341,270,245,25,13,13,0,0,0,0,0,0,0,0,0,58,19,62,31,15,36,26,26,15,0,13,15,25,1112,0,0,0,0,0,0,0,0,3,0,0,0,45,5,39,237,71,83,245,131,200,42,6,5,31725,41359,23523
California,6,Shasta County,89,Southwest Shasta CCD,93210,0600000US0608993210,608993210,"Southwest Shasta CCD, Shasta County, California",3275,2947,12,53,54,10,27,172,209,108,0,5,0,0,27,69,1276,1207,69,0,1276,1031,974,57,14,14,0,0,0,0,0,0,5,42,13,171,25,8,119,104,284,82,196,97,51,65,16,58,2551,54,0,2,0,0,0,0,0,0,0,11,0,31,20,36,593,95,129,522,272,446,194,111,35,45114,50000,43542
California,6,Sierra County,91,East Sierra CCD,90830,0600000US0609190830,609190830,"East Sierra CCD, Sierra County, California",2078,1880,0,37,0,0,120,41,222,34,0,37,0,0,120,31,758,445,151,162,758,631,569,62,0,0,0,0,0,0,0,0,0,16,7,104,125,67,74,55,18,22,55,60,0,44,80,54,1539,37,0,0,0,0,0,0,0,17,0,0,0,40,0,12,475,35,59,392,72,260,75,65,0,47174,56471,41786
California,6,Sierra County,91,West Sierra CCD,93680,0600000US0609193680,609193680,"West Sierra CCD, Sierra County, California",653,589,8,0,0,0,8,48,40,9,0,0,0,0,8,23,301,178,105,18,301,243,181,62,0,0,0,0,0,0,0,0,0,0,24,34,67,71,0,0,0,56,6,0,0,18,49,0,645,0,0,0,0,0,0,0,0,0,0,15,0,16,0,51,222,8,77,92,31,65,35,26,7,43542,50597,-666666666
California,6,Siskiyou County,93,Butte Valley CCD,90290,0600000US0609390290,609390290,"Butte Valley CCD, Siskiyou County, California",1768,1143,69,9,48,0,51,448,740,320,0,2,10,0,48,360,609,509,0,100,609,497,392,105,13,13,0,0,0,0,0,0,0,7,0,92,19,87,149,78,31,7,115,0,12,0,16,3,1213,43,0,0,22,0,41,31,11,63,0,34,32,21,28,70,321,39,138,102,86,92,22,13,4,26458,35985,20425
California,6,Siskiyou County,93,Dunsmuir CCD,90740,0600000US0609390740,609390740,"Dunsmuir CCD, Siskiyou County, California",2022,1587,44,25,43,0,41,282,245,69,13,0,0,0,41,122,765,708,49,8,765,659,535,124,0,0,0,0,0,0,0,0,0,34,4,68,45,111,87,161,103,68,2,10,4,27,79,0,1545,42,0,0,0,0,0,0,0,0,0,0,3,0,48,53,391,57,111,242,239,267,63,15,14,25739,27903,24031
California,6,Siskiyou County,93,Etna CCD,90920,0600000US0609390920,609390920,"Etna CCD, Siskiyou County, California",3358,2721,12,306,18,0,4,297,234,163,0,5,0,0,4,62,1333,1296,14,23,1333,1071,906,165,17,17,0,0,0,0,0,0,0,92,0,153,135,66,146,181,90,128,188,105,21,98,4,18,2599,3,0,0,0,0,0,0,0,0,0,2,21,44,91,9,741,54,247,381,339,401,156,37,73,36997,46271,29950
California,6,Siskiyou County,93,Fort Jones CCD,91040,0600000US0609391040,609391040,"Fort Jones CCD, Siskiyou County, California",1584,1355,0,74,8,6,23,118,172,108,0,0,0,6,17,41,624,542,0,82,624,527,468,59,0,0,0,0,0,0,0,0,0,19,0,78,103,139,34,29,62,11,26,13,0,6,91,32,1219,0,0,0,0,0,0,0,0,0,0,0,0,18,19,30,290,38,93,365,132,177,39,5,13,42557,65560,36875
California,6,Siskiyou County,93,Happy Camp CCD,91240,0600000US0609391240,609391240,"Happy Camp CCD, Siskiyou County, California",1508,946,0,220,90,0,25,227,161,45,0,6,2,0,21,87,522,488,15,19,522,328,263,65,61,61,0,0,0,0,0,0,5,53,0,75,83,114,23,12,13,23,49,0,4,69,48,9,1285,0,0,0,0,0,0,0,0,18,0,7,6,12,39,26,349,30,165,253,97,185,87,9,2,33698,35625,33207
California,6,Siskiyou County,93,Hornbrook-Hilt CCD,91340,0600000US0609391340,609391340,"Hornbrook-Hilt CCD, Siskiyou County, California",849,519,0,24,28,0,6,272,117,36,0,0,0,0,0,81,275,227,7,41,275,252,212,40,0,0,0,0,0,0,0,0,0,2,3,18,26,57,0,70,27,3,34,14,15,8,3,0,572,2,0,0,0,0,0,0,0,14,0,0,0,29,6,13,95,39,99,145,55,55,4,7,9,32625,36471,26742
California,6,Siskiyou County,93,McCloud-Medicine Lake CCD,91800,0600000US0609391800,609391800,"McCloud-Medicine Lake CCD, Siskiyou County, California",1145,945,9,34,12,6,4,135,67,22,0,10,0,0,4,31,390,375,15,0,390,347,292,55,0,0,0,0,0,0,0,0,13,4,0,26,100,69,2,36,51,12,14,0,0,22,54,4,902,22,0,0,0,0,0,0,0,0,6,0,9,7,6,35,233,35,65,174,109,167,17,17,0,34297,40893,32813
California,6,Siskiyou County,93,Montague CCD,92010,0600000US0609392010,609392010,"Montague CCD, Siskiyou County, California",4352,3564,66,175,27,9,63,448,453,277,0,6,0,0,38,132,1492,1355,45,92,1492,1371,1117,254,0,0,0,0,0,0,4,0,0,25,11,81,59,80,229,347,238,60,128,31,48,56,71,64,3088,13,0,5,17,4,13,0,0,7,0,6,14,36,60,74,938,100,309,668,356,347,92,20,9,33786,39005,30927
California,6,Siskiyou County,93,Mount Shasta CCD,92050,0600000US0609392050,609392050,"Mount Shasta CCD, Siskiyou County, California",7208,6102,63,61,120,149,84,629,497,122,0,46,0,0,84,245,2639,2429,180,30,2639,2040,1877,163,21,21,0,0,0,0,0,7,13,117,29,412,358,695,239,265,158,23,104,67,81,48,189,0,5495,96,0,0,0,0,0,0,7,0,0,0,0,0,0,82,785,149,465,1229,832,1348,324,129,49,37612,53662,24938
California,6,Siskiyou County,93,Tulelake CCD,93450,0600000US0609393450,609393450,"Tulelake CCD, Siskiyou County, California",1101,717,7,4,0,0,83,290,464,107,0,0,0,0,75,282,336,276,9,51,336,268,244,24,0,0,0,0,0,0,0,0,4,33,0,31,25,59,69,48,35,0,17,5,17,2,28,0,797,17,0,0,10,0,25,0,15,53,0,8,19,10,54,26,334,15,25,66,29,67,22,0,2,28750,30179,-666666666
California,6,Siskiyou County,93,Weed CCD,93600,0600000US0609393600,609393600,"Weed CCD, Siskiyou County, California",7607,5728,293,105,285,6,537,653,1309,482,0,9,0,0,522,296,2851,2659,151,41,2851,2348,2156,192,9,9,0,0,0,0,0,2,0,65,18,409,173,229,319,555,294,298,311,31,12,45,103,72,5638,73,0,0,0,0,0,0,18,79,9,29,92,68,60,41,1008,231,504,1056,910,891,470,71,28,34688,42682,28603
California,6,Siskiyou County,93,Yreka CCD,93810,0600000US0609393810,609393810,"Yreka CCD, Siskiyou County, California",11332,9493,173,383,30,0,157,1096,1298,540,1,102,0,0,125,530,4173,4040,48,85,4173,3847,3496,351,1,1,0,0,0,0,0,0,26,88,27,184,380,1416,752,492,189,30,328,76,71,102,41,112,7830,69,0,0,0,0,5,0,0,47,9,89,109,142,152,75,1801,300,771,1662,989,1073,378,137,22,36115,44986,30972
California,6,Solano County,95,Dixon CCD,90700,0600000US0609590700,609590700,"Dixon CCD, Solano County, California",23273,14920,301,39,904,15,4074,3020,9593,3791,0,36,0,12,3704,2050,11411,7648,3684,79,11411,10271,9379,892,21,21,0,0,0,0,0,8,2,86,86,937,427,1675,927,1107,2074,381,1029,543,398,1124,551,238,15058,648,0,27,19,0,24,65,46,233,14,396,195,213,130,249,3529,415,1273,2605,1228,2234,1057,356,102,46688,56210,45080
California,6,Solano County,95,Fairfield-Suisun City CCD,90950,0600000US0609590950,609590950,"Fairfield-Suisun City CCD, Solano County, California",155644,54809,24707,1017,27104,2285,20345,25377,48339,12453,637,510,397,478,19327,14537,72255,46422,25605,228,72255,61895,53840,8055,1035,582,75,189,10,179,120,112,264,1040,569,7220,1468,5726,9349,9161,6947,3227,7956,1241,2777,5335,7806,4042,103769,3168,40,41,48,115,455,199,184,1269,328,1073,1031,621,1267,2655,23814,2857,8761,17164,11330,18563,6485,1491,810,47607,54930,40818
California,6,Solano County,95,Rio Vista CCD,92610,0600000US0609592610,609592610,"Rio Vista CCD, Solano County, California",11119,7417,1074,6,675,0,1070,877,2789,1127,0,6,0,0,1052,604,3503,2237,1266,0,3503,3034,2707,327,0,0,0,0,0,0,0,0,0,121,43,305,60,250,549,157,51,142,410,104,173,819,342,141,9519,40,0,0,0,0,25,0,0,278,0,64,13,227,29,391,1270,260,766,1760,1281,1993,559,223,340,47536,51063,34615
California,6,Solano County,95,Vacaville CCD,93520,0600000US0609593520,609593520,"Vacaville CCD, Solano County, California",109712,64329,9234,982,11469,571,8916,14211,28313,12202,182,640,437,64,8308,6480,49398,37223,12081,94,49398,42262,38620,3642,261,148,10,61,0,42,30,85,165,573,203,5819,1610,5205,7322,6328,4992,1628,4345,1247,1437,3604,3305,2556,77233,959,20,7,45,45,278,124,89,401,75,388,483,664,1397,1602,15894,3021,6572,14961,8588,14844,4811,1426,539,54102,61840,46866
California,6,Solano County,95,Vallejo CCD,93530,0600000US0609593530,609593530,"Vallejo CCD, Solano County, California",151076,51230,22787,1421,31536,1503,20930,21669,41594,8384,495,1021,645,147,19016,11886,70281,35330,34885,66,70281,57427,48924,8503,2525,677,222,287,16,1323,24,244,123,852,912,8174,1256,4673,7213,6467,6551,3041,9366,1750,2235,6898,8210,4447,108391,2921,91,27,13,13,83,156,186,1186,315,871,807,1282,1165,3275,21967,3334,8488,18564,10416,23163,6990,1844,1234,49296,53720,44527
California,6,Sonoma County,97,Cloverdale-Geyserville CCD,90510,0600000US0609790510,609790510,"Cloverdale-Geyserville CCD, Sonoma County, California",13772,9548,158,188,177,15,1533,2153,4266,913,24,145,0,0,1510,1674,7093,6313,774,6,7093,5662,5196,466,32,28,0,0,4,0,0,0,11,249,52,1087,382,884,841,661,507,411,839,133,338,629,202,179,10635,382,0,7,0,22,70,43,79,329,4,46,172,84,106,367,1552,219,958,1605,958,2352,911,292,77,53170,55909,50363
California,6,Sonoma County,97,Healdsburg CCD,91270,0600000US0609791270,609791270,"Healdsburg CCD, Sonoma County, California",42830,29022,392,1220,697,122,5975,5402,13198,2487,41,788,26,0,5787,4069,21263,19689,1483,91,21263,17328,15503,1825,132,106,0,10,9,7,7,23,276,468,102,2927,795,2841,3418,3007,2914,1213,1618,339,305,531,817,538,30685,510,12,60,103,54,58,49,110,653,145,212,288,186,350,783,4872,607,1946,4985,2903,7591,2743,1038,427,51690,61258,41226
California,6,Sonoma County,97,Petaluma CCD,92460,0600000US0609792460,609792460,"Petaluma CCD, Sonoma County, California",129821,87807,2377,1481,6012,316,10850,20978,33424,7805,89,1062,239,25,10344,13860,66873,51896,14799,178,66873,53048,47574,5474,957,534,81,316,26,0,191,145,311,1521,638,10062,1576,5348,7943,7409,7150,3786,7191,1755,2149,5417,5226,1861,91956,1496,60,41,50,254,90,99,179,1251,139,342,618,620,772,1574,16153,1760,6627,15985,9111,22672,8109,2709,1245,52469,60253,45617
California,6,Sonoma County,97,Russian River-Sonoma Coast CCD,92682,0600000US0609792682,609792682,"Russian River-Sonoma Coast CCD, Sonoma County, California",22115,16983,188,243,421,140,1507,2633,2638,711,1,68,0,0,1207,651,10105,9451,639,15,10105,7037,6351,686,100,60,13,0,22,5,0,50,92,235,78,2513,563,448,425,974,786,629,1413,269,589,800,267,429,17905,84,9,0,13,0,14,16,27,116,6,47,37,51,51,297,2925,279,1274,2851,1448,4833,2206,723,598,49379,63515,41043
California,6,Sonoma County,97,Santa Rosa CCD,92940,0600000US0609792940,609792940,"Santa Rosa CCD, Sonoma County, California",210646,120387,3604,2677,12654,1143,42443,27738,74942,11249,287,2273,328,257,41557,18991,103891,95407,8243,241,103891,86906,75281,11625,1052,835,50,154,13,0,80,104,696,2376,1269,11408,2020,9791,19228,19607,13235,4763,10762,1228,1594,4176,3269,2810,150296,5138,40,33,69,357,731,373,608,3399,443,1315,1759,1326,1497,4455,24829,4601,10848,22522,14435,32025,12955,4752,1786,48049,52420,43030
California,6,Sonoma County,97,Sebastopol CCD,92980,0600000US0609792980,609792980,"Sebastopol CCD, Sonoma County, California",27322,21350,390,112,757,33,1980,2700,4185,885,42,103,68,0,1728,1359,12928,11405,1364,159,12928,9197,8351,846,108,24,0,42,0,42,0,17,89,435,215,2867,571,836,1314,1332,1256,1007,1926,277,129,440,453,520,20986,430,0,0,10,0,15,44,17,180,0,65,43,257,109,220,2722,404,1290,3360,1588,5616,2699,1380,537,51097,59625,42289
California,6,Sonoma County,97,Sonoma CCD,93070,0600000US0609793070,609793070,"Sonoma CCD, Sonoma County, California",39136,28384,437,265,821,24,4277,4928,10333,2221,0,265,21,0,4121,3705,17589,14161,3173,255,17589,13113,11892,1221,39,39,0,0,0,0,0,41,155,405,230,3606,497,2208,2261,1612,1365,565,1411,477,688,1005,1285,609,31238,415,0,15,0,94,56,80,115,638,81,83,111,149,61,921,4261,776,2021,5138,2634,8107,3657,1237,588,53711,58630,45625
California,6,Stanislaus County,99,Hughson CCD,91350,0600000US0609991350,609991350,"Hughson CCD, Stanislaus County, California",13754,9036,166,266,329,111,919,2927,4684,1010,0,191,45,101,915,2422,5786,4979,807,0,5786,5078,4709,369,10,10,0,0,0,0,0,5,2,73,70,548,174,633,420,603,1154,573,708,101,205,286,193,188,9151,106,0,0,0,0,157,0,0,226,0,173,166,173,138,132,2555,238,857,1442,902,1438,307,66,75,52915,61888,40559
California,6,Stanislaus County,99,Modesto CCD,91980,0600000US0609991980,609991980,"Modesto CCD, Stanislaus County, California",331864,155993,11545,4673,23156,2086,46710,87701,170597,43637,951,3375,911,280,45833,75610,136794,101041,35459,294,136794,122877,106504,16373,1265,1138,23,77,9,18,246,223,804,1386,811,9182,3890,11854,19241,20966,18231,7391,13182,3013,4469,7861,6679,10835,212117,9145,65,116,133,465,1088,836,968,7402,863,3045,2983,4076,4731,6869,56391,8392,16237,34040,16560,26201,7870,2712,929,41051,47389,34414
California,6,Stanislaus County,99,Newman CCD,92120,0600000US0609992120,609992120,"Newman CCD, Stanislaus County, California",14303,6281,100,15,619,0,2621,4667,9837,2628,0,0,48,0,2621,4540,6684,4124,2522,38,6684,5905,5203,702,0,0,0,0,0,0,0,0,0,209,6,564,179,685,370,460,1057,185,651,35,334,1068,550,546,9349,279,0,0,14,0,72,0,90,931,36,205,366,118,127,292,2851,496,428,1599,526,627,226,47,19,39403,46942,23636
California,6,Stanislaus County,99,Oakdale CCD,92210,0600000US0609992210,609992210,"Oakdale CCD, Stanislaus County, California",32516,22476,241,231,682,0,3111,5775,9835,2647,0,187,189,0,3014,3798,14277,10339,3871,67,14277,12975,11423,1552,12,12,0,0,0,0,0,55,0,354,13,868,928,1848,1269,825,1045,995,1859,351,553,1660,765,1311,21873,333,10,0,6,15,8,7,52,397,61,346,256,222,483,916,4924,590,2094,3873,2105,3263,1061,673,178,45689,56824,35662
California,6,Stanislaus County,99,Patterson CCD,92420,0600000US0609992420,609992420,"Patterson CCD, Stanislaus County, California",31713,11240,1330,323,1485,640,5373,11322,20784,5251,0,322,0,0,5102,10109,13444,7364,5900,180,13444,12079,10469,1610,6,0,0,6,0,0,0,27,13,47,136,1136,526,998,1503,673,834,386,1794,581,350,941,1390,2332,18485,1033,0,0,0,120,399,86,88,690,75,508,104,457,562,455,5325,604,1181,2693,1331,2029,553,141,51,42942,51743,35188
California,6,Stanislaus County,99,Salida CCD,92720,0600000US0609992720,609992720,"Salida CCD, Stanislaus County, California",20334,10969,350,142,1575,29,2911,4358,8888,2114,43,130,74,21,2883,3623,9476,6364,3112,0,9476,8728,7882,846,56,56,0,0,0,0,35,0,0,63,2,592,374,752,917,1688,1644,460,1267,61,245,339,569,568,13595,429,7,0,90,32,60,101,11,145,55,97,88,179,156,764,3422,417,752,2503,905,2475,500,305,102,46440,55690,32440
California,6,Stanislaus County,99,Turlock CCD,93460,0600000US0609993460,609993460,"Turlock CCD, Stanislaus County, California",88071,48726,1679,589,4463,373,18901,13340,38112,9096,43,522,16,74,18433,9928,38552,31030,7469,53,38552,33864,30980,2884,181,155,0,0,26,0,0,10,58,964,687,2788,1970,4886,5478,4830,4521,2108,4962,663,835,1676,1587,2248,55610,2037,30,5,75,108,132,249,214,2093,255,688,1006,737,866,2175,11555,1604,3890,8811,5160,9100,3392,822,606,42355,52614,32711
California,6,Stanislaus County,99,Waterford CCD,93580,0600000US0609993580,609993580,"Waterford CCD, Stanislaus County, California",16127,10484,261,105,511,115,1503,3148,7056,2854,0,81,119,0,1366,2636,6476,5547,929,0,6476,6095,5179,916,0,0,0,0,0,0,0,0,0,56,41,284,198,512,683,846,959,659,1026,44,65,416,271,513,10128,422,0,0,9,85,55,57,48,586,0,246,210,105,203,256,3272,223,1013,1285,703,961,299,65,25,36621,48897,28489
California,6,Stanislaus County,99,Westport CCD,93650,0600000US0609993650,609993650,"Westport CCD, Stanislaus County, California",3568,1409,2,92,212,0,498,1355,1994,195,1,79,0,0,498,1221,1492,1204,288,0,1492,1061,745,316,0,0,0,0,0,0,0,0,0,161,60,210,123,66,60,93,161,41,395,0,25,57,180,81,2277,104,0,0,0,9,8,52,18,155,19,59,94,52,106,1,518,98,211,313,104,203,129,0,24,26719,31923,23526
California,6,Sutter County,101,Live Oak CCD,91650,0600000US0610191650,610191650,"Live Oak CCD, Sutter County, California",10892,4976,33,267,1858,208,1749,1801,4446,992,13,222,125,0,1717,1377,4238,2231,1993,14,4238,3631,3184,447,1,1,0,0,0,0,0,0,0,135,67,404,159,260,446,777,488,255,608,7,77,322,296,139,7217,328,0,0,0,0,148,63,96,277,0,219,168,244,120,278,1702,158,635,1075,702,733,183,82,6,33266,42389,23761
California,6,Sutter County,101,Meridian-Robbins CCD,91970,0600000US0610191970,610191970,"Meridian-Robbins CCD, Sutter County, California",1236,934,7,2,0,5,161,127,489,272,0,0,0,0,113,104,475,222,253,0,475,403,361,42,5,5,0,0,0,0,0,0,0,28,2,37,45,30,56,55,48,24,61,11,13,16,49,30,827,0,0,0,0,0,0,2,0,47,0,31,16,55,78,10,196,13,66,59,86,136,26,3,3,47750,47321,48250
California,6,Sutter County,101,South Sutter CCD,93180,0600000US0610193180,610193180,"South Sutter CCD, Sutter County, California",2372,1631,38,79,64,47,88,425,412,49,1,62,0,0,88,212,972,493,479,0,972,730,658,72,1,0,1,0,0,0,0,0,0,44,5,192,123,63,43,68,51,57,159,26,63,77,31,19,1607,73,0,0,0,0,0,2,0,1,0,6,11,46,26,58,346,46,160,291,193,236,83,14,15,55000,54511,58571
California,6,Sutter County,101,Sutter CCD,93290,0600000US0610193290,610193290,"Sutter CCD, Sutter County, California",3066,2406,1,93,127,17,16,406,521,208,0,24,0,0,16,273,1375,775,598,2,1375,1288,1219,69,0,0,0,0,0,0,0,0,0,2,0,85,16,67,242,212,266,94,127,0,49,79,99,39,2272,0,0,0,0,0,0,0,0,6,0,0,8,22,61,32,738,28,231,453,172,363,110,48,0,55726,70625,45699
California,6,Sutter County,101,Yuba City CCD,93820,0600000US0610193820,610193820,"Yuba City CCD, Sutter County, California",78929,38036,1626,1100,15048,74,10395,12650,25444,6319,122,604,299,12,9400,8688,33326,20089,13092,145,33326,30131,25130,5001,350,350,0,0,0,0,0,32,97,303,257,2156,767,4929,6131,4511,2572,828,2322,721,951,3474,2943,1021,51549,2943,0,0,18,221,219,188,383,568,311,1007,809,1072,784,2520,10520,2010,4264,8027,4883,7126,2521,722,433,37603,45160,31893
California,6,Sutter County,101,Yuba City Southwest CCD,93825,0600000US0610193825,610193825,"Yuba City Southwest CCD, Sutter County, California",2476,1829,9,60,204,8,117,249,749,414,0,20,0,0,117,198,1107,659,448,0,1107,962,793,169,9,9,0,0,0,0,0,0,0,26,32,78,21,29,166,187,124,7,70,63,63,100,155,44,1796,32,0,0,0,0,0,0,0,15,0,25,65,6,5,91,308,37,235,379,252,283,63,0,0,46951,54821,34250
California,6,Tehama County,103,Corning CCD,90580,0600000US0610390580,610390580,"Corning CCD, Tehama County, California",14320,7770,32,35,435,11,3011,3026,7448,1748,0,29,0,0,2899,2772,5773,4084,1677,12,5773,5125,4414,711,17,17,0,0,0,0,0,0,16,96,12,507,468,1158,789,609,352,58,715,302,209,282,183,141,9236,314,0,0,0,132,121,112,17,228,22,141,191,86,101,422,2643,187,874,1326,894,895,478,40,12,36775,42670,28898
California,6,Tehama County,103,East Tehama CCD,90840,0600000US0610390840,610390840,"East Tehama CCD, Tehama County, California",3451,2211,22,0,41,0,573,604,1362,272,6,0,0,0,562,522,1187,992,174,21,1187,923,837,86,0,0,0,0,0,0,0,0,0,34,41,189,31,112,179,33,97,75,226,0,0,53,66,126,2536,39,0,0,11,0,95,0,39,0,39,51,24,25,26,33,829,26,121,559,273,151,143,52,0,28102,34130,25095
California,6,Tehama County,103,Red Bluff CCD,92560,0600000US0610392560,610392560,"Red Bluff CCD, Tehama County, California",43541,32027,482,1142,659,82,2861,6288,9002,2112,7,424,17,30,2541,3871,16255,12373,3710,172,16255,14169,12580,1589,18,0,10,0,0,8,0,32,0,247,115,1674,740,2067,2646,2334,1833,622,2047,257,589,697,316,433,30151,674,0,20,12,0,0,152,45,227,109,286,297,464,589,676,7440,954,2705,6011,3341,4464,1028,510,147,41856,48925,37844
California,6,Tehama County,103,West Tehama CCD,93690,0600000US0610393690,610393690,"West Tehama CCD, Tehama County, California",4208,3406,35,49,64,0,297,357,646,54,17,30,11,0,272,262,1473,1065,408,0,1473,1225,1140,85,0,0,0,0,0,0,0,5,0,30,53,160,52,196,177,116,78,1,181,146,127,175,36,28,3011,58,0,0,15,0,0,2,0,45,0,11,11,65,26,112,662,188,320,697,252,442,55,50,0,46857,47634,41179
California,6,Trinity County,105,Hayfork CCD,91250,0600000US0610591250,610591250,"Hayfork CCD, Trinity County, California",3849,2879,0,171,305,0,204,290,259,0,0,0,0,0,204,55,771,771,0,0,771,477,353,124,0,0,0,0,0,0,0,0,12,0,0,282,0,188,41,9,59,0,0,0,93,37,0,62,3153,0,0,0,0,0,0,0,0,0,0,146,81,0,0,65,1897,0,124,278,71,300,136,0,55,47823,48488,46211
California,6,Trinity County,105,Mad River CCD,91860,0600000US0610591860,610591860,"Mad River CCD, Trinity County, California",1196,1095,8,25,0,0,12,56,64,25,0,0,0,0,12,27,456,434,22,0,456,357,357,0,12,12,0,0,0,0,0,0,1,12,10,64,18,3,134,55,51,0,57,12,0,24,6,32,977,0,0,0,0,0,0,0,0,0,0,6,0,9,0,4,311,33,139,303,64,70,13,25,0,34070,39896,32431
California,6,Trinity County,105,Northwest Trinity CCD,92202,0600000US0610592202,610592202,"Northwest Trinity CCD, Trinity County, California",2608,1949,114,94,18,1,43,389,71,15,0,0,3,1,42,10,918,707,211,0,918,554,528,26,0,0,0,0,0,0,0,80,0,4,1,279,3,18,86,307,46,12,81,3,0,32,0,51,1806,0,0,0,0,0,0,0,0,0,0,7,10,8,21,0,697,121,5,391,190,263,78,12,3,33548,34083,28628
California,6,Trinity County,105,Weaverville CCD,93595,0600000US0610593595,610593595,"Weaverville CCD, Trinity County, California",8233,6859,25,54,65,83,587,560,542,147,1,13,0,0,69,312,2814,2387,423,4,2814,1969,1855,114,62,62,0,0,0,0,0,7,0,27,88,661,88,231,359,360,129,21,368,0,205,267,121,4,6360,12,0,0,0,0,0,0,0,0,12,31,82,21,99,29,1750,164,221,1976,699,531,394,150,189,40167,38542,40488
